Case_Num	Prod_Period	Prod_Type	Shift	Line	Prop_Def	Strength	Rating	Line_Speed	Tank_Acid	Moisture	Temp	Storage_Pct	Anneal_Temp	Bake_1_Temp	Bake_2_Temp	Roll_Tension	Rewind_Speed	Coating_Speed
654	5	3	3	2	.21	423.7	3.82	441.6	3.45	47.9	66.66	63.2	171	136.7	201	11.8	603.9	101.23
665	5	3	1	3	.166	249.47	2.34	338.3	2.61	41.8	55.35	56.5	160	136.7	200.9	17.2	536.8	101.24
666	5	3	1	3	.038	463.83	3.81	405.9	3.64	46.5	72.72	60.7	166	136.9	201.1	3.6	402.6	101.319995
667	5	3	3	3	.155	210.6	1.52	276.8	2.19	38.3	53.53	56.7	159	136.6	200.8	19.4	637.5	101.23
668	5	3	1	3	.271	186.79	1.35	249.7	2.06	33.8	41.81	63.2	163	136.7	200.9	15.8	536.8	101.2
669	5	3	2	3	.131	334.7	2.81	413.3	3.17	47.8	77.77	61	169	136.6	200.9	13.1	603.9	101.23
670	5	3	1	3	.121	433.74	3.74	463.7	3.65	48.9	80.19	75.5	189	136.7	201.2	9.5	167.8	101.2
671	5	3	1	3	.184	379.81	3.13	386.2	3.35	47.4	72.92	66.5	167	136.8	201	13.6	302	101.2
672	5	3	1	3	.042	305.87	2.71	381.3	3.16	48.5	73.12	85.2	202	136.8	201.4	2.7	125	101.2
673	5	3	1	2	.017	442.49	3.53	391.1	3.93	48.5	80.8	74.5	168	137.1	201.4	25	125	101.289996
674	5	3	2	2	.043	387.34	3.17	375.1	3.19	42.2	64.23	78.5	172	137.1	201.4	1.8	125	101.2
675	5	3	2	3	.041	290.81	2.68	350.5	2.76	46.3	70.7	82.2	191	136.9	201.4	1.8	67.1	101.2
676	5	3	2	2	.033	421.19	3.64	432.9	3.45	49	78.58	81.7	185	136.9	201.3	5.4	125	101.2
677	5	3	2	2	.041	384.83	3.45	420.7	3.53	49	72.31	82.5	181	137	201.4	2.7	125	101.2
678	5	2	1	1	.005	501.44	4	492	3.8	49.8	80.8	100	250	136.3	201.5	25	125	101.2
679	5	2	1	2	.034	446.26	3.85	480.9	3.94	48.7	76.55	76.5	172	136.9	201.3	6.3	100.7	101.2
680	5	2	1	2	.035	471.32	3.88	473.5	3.84	48.7	74.54	78	180	136.9	201.3	4.5	125	101.2
681	5	2	1	1	.032	376.08	3.1	317.3	3.43	45.2	69.69	86.5	201	136.8	201.4	3.2	125	101.2
682	5	2	1	1	.026	399.89	3.38	383.7	3.42	46.8	67.87	82.7	179	137	201.4	25	125	101.2
683	5	2	1	3	.03	359.77	2.9	372.7	3.5	47.5	60.6	71.7	172	136.8	201.2	11.3	125	101.23
684	5	2	3	3	.033	398.64	3.09	417	3.75	48.9	76.35	82.7	197	136.7	201.3	5.9	125	101.2
685	5	2	2	3	.02	495.17	3.89	464.9	4	49.8	80.8	82.5	178	136.9	201.3	5	125	101.2
686	5	2	2	2	.026	409.9	3.38	442.8	3.5	49	50.5	73	167	136.9	201.2	10.9	125	101.22
687	5	2	2	2	.034	412.41	3.53	448.9	3.67	49.8	80.8	80.2	186	136.7	201.2	10.4	125	101.2
688	5	2	2	2	.023	294.58	2.39	417	3.36	49.8	75	71.5	173	136.8	201.1	9.5	369	101.2
689	5	2	2	2	.032	352.24	2.81	441.6	3.41	48.9	75.75	79.2	179	137	201.4	2.7	67.1	101.2
690	5	2	2	2	.03	309.64	2.43	451.4	3.61	48.8	77.36	75	174	136.9	201.2	8.1	67.1	101.22
691	5	2	1	3	.008	407.42	3.38	430.5	3.38	40.4	65.65	70	156	137.1	201.2	9.9	125	101.2
692	5	2	1	3	.036	368.55	2.97	327.2	3.15	46.8	80.8	75	167	137	201.3	7.7	125	101.2
693	5	2	2	3	.04	319.64	2.52	309.9	2.95	40.4	40.4	65	170	136.6	200.9	19	335.5	101.2
694	5	2	2	3	.03	422.45	3.43	399.8	3.38	46.4	69.28	64.2	177	136.6	200.9	14.5	503.3	101.249999
695	5	2	2	2	.042	393.62	3.14	409.6	3.41	43.9	58.98	76.2	175	137	201.3	3.2	67.1	101.22
696	5	2	2	3	.04	313.4	2.57	359.2	3.14	48.3	80.8	84.2	197	136.7	201.3	6.3	125	101.2
697	5	2	2	3	.041	324.66	2.66	375.1	3.55	44.4	80.8	84.2	195	136.9	201.4	25	125	101.2
698	5	2	2	3	.037	337.21	2.75	365.3	3.38	44.3	64.03	87	201	136.8	201.4	25	125	101.2
699	5	2	2	2	.04	417.43	3.44	469.8	3.47	48.9	80.8	80	187	136.9	201.3	4.5	125	101.2
700	5	2	2	2	.03	451.28	3.77	476	3.79	46.4	69.28	79.7	195	136.7	201.3	7.2	125	101.2
701	5	2	2	2	.014	295.83	2.57	316.1	3	34.2	69	77.7	170	137	201.3	6.8	125	101.2
702	5	2	2	3	.037	437.51	3.51	452.6	3.47	48.3	80.8	79.7	186	136.8	201.3	7.7	125	101.2
703	5	2	1	2	.005	476.34	3.6	442.8	3.6	49.8	88	91.7	217	136.7	201.4	25	125	101.2
704	5	2	2	2	.029	280.81	2.45	356.7	3.54	42.7	67.26	81.5	200	136.6	201.3	7.2	125	101.23
705	5	2	2	2	.024	354.75	2.92	394.8	3.52	39.6	60.6	80.5	206	136.6	201.2	7.2	100.7	101.23
706	5	2	2	1	.011	421.19	3.45	447.7	3.7	49.8	80.8	89	243	136.3	201.4	25	234.8	101.2
707	5	2	1	1	.03	480.11	3.9	487.1	3.77	45.3	80.8	98	247	136.4	201.4	25	125	101.2
709	5	2	2	1	.003	460.06	4	492	4	49.8	80.8	100	250	136.3	201.5	25	125	101.2
710	5	4	1	2	.036	313.4	2.36	334.6	2.5	48.3	72.92	82.7	194	136.9	201.4	1.8	125	101.2
711	5	4	1	1	.029	340.98	3	372.7	2.81	47.3	65.25	81.5	179	137	201.4	2.3	125	101.2
712	5	4	2	3	.035	350.98	2.86	372.7	3.24	42.2	67.26	79.7	187	136.8	201.3	9	125	101.2
713	5	4	2	3	.015	376.08	3.4	418.2	3.6	48.8	80.8	85.7	200	136.8	201.4	3.2	125	101.2
714	5	4	1	1	.017	235.66	1.94	222.6	1.81	46.4	74.74	85.5	203	136.7	201.4	2.7	125	101.2
715	5	4	2	2	.03	250.72	2.17	344.4	2.7	46.2	80.8	77.5	183	136.9	201.3	5.9	125	101.2
716	5	4	3	3	.018	340.98	2.78	451.4	3.44	49.8	80.8	57.5	171	136.6	200.9	16.3	100.7	101.349994
717	5	4	2	3	.03	307.13	2.86	394.8	2.71	46.5	45.45	64	172	136.6	200.9	20.8	234.8	101.2
718	5	4	3	3	.024	183.02	1.33	174.7	2.46	38.9	40.4	72.2	155	137.1	201.3	7.2	125	101.2
719	5	4	2	3	.016	298.34	2.56	300.1	2.94	43.6	60.6	82.2	179	137	201.4	25	125	101.2
720	5	4	2	3	.024	260.73	2.21	286.6	2.79	33.6	50.5	74.5	163	137.1	201.3	5.9	100.7	101.2
721	5	4	2	3	.01	376.08	3.3	369	3.78	42.3	80.8	85.7	195	136.9	201.4	25	125	101.2
722	5	4	3	3	.038	329.68	3	394.8	3.22	39.3	54.54	54.5	155	136.8	200.9	9.5	738.1	101.259999
723	5	4	3	3	.036	272.02	2.46	306.3	3.15	44.5	68.27	78.2	178	137	201.3	4.5	125	101.2
724	5	4	2	3	.028	393.62	3.39	394.8	3.56	48.5	72.72	79.2	181	136.9	201.4	3.6	125	101.2
725	5	4	3	3	.035	451.28	3.77	415.7	3.31	47.5	50.5	76	175	136.8	201.2	11.3	125	101.2
726	5	4	2	3	.033	432.49	3.42	420.7	3.53	44.5	70.09	76	186	136.6	201.1	14.9	125	101.2
727	5	4	2	3	.041	426.21	3.72	482.2	3.92	49.8	80.8	93.8	240	136.4	201.4	25	125	101.2
728	5	4	2	2	.018	389.85	3.06	430.5	3.65	48.5	80.8	78.2	212	136.4	201.1	10.4	125	101.279987
729	5	4	2	3	.029	315.88	2.38	369	3.1	47.2	76.76	65	173	136.6	201	14	503.3	101.2
730	5	4	3	2	.026	305.87	2.36	457.6	2.65	49.8	70.7	83.5	206	136.6	201.3	5.9	125	101.2
731	5	4	1	1	.003	501.44	4	430.5	3.5	37.3	80.8	71.2	150	137.3	201.5	25	125	101.2
732	5	4	1	1	.002	501.44	4	492	4	49.8	80.8	100	250	136.3	201.5	25	125	101.2
734	5	4	1	1	.035	329.68	2.77	429.3	3.56	45.9	63.63	83.5	188	136.9	201.4	1.4	125	101.2
735	5	4	1	3	.034	391.11	3.21	423.1	3.61	47.8	77.16	85.7	192	136.9	201.4	25	125	101.2
736	5	4	1	3	.023	441.24	3.57	471.1	3.73	48.4	70.7	87.7	200	136.8	201.5	25	125	101.2
737	5	4	1	3	.033	231.9	1.91	275.5	2.7	35.2	54.74	79.2	174	137	201.3	5.4	125	101.2
738	5	4	2	3	.034	328.43	2.76	354.2	3.48	45	70.7	83	192	136.8	201.4	3.6	125	101.2
739	5	4	1	3	.017	391.11	3.41	437.9	3.71	47.5	80.8	79.5	185	136.8	201.3	8.1	125	101.2
740	5	4	2	3	.031	424.96	3.61	448.9	3.31	41.7	74.13	83	196	136.8	201.4	4.1	125	101.2
741	5	4	1	3	.033	456.3	3.79	472.3	3.36	44.7	68.68	87.2	211	136.7	201.4	1.4	100.7	101.2
742	5	4	1	1	.035	376.08	3.12	415.7	3.34	47	72.72	88.7	209	136.7	201.4	25	125	101.2
743	5	4	2	3	.032	387.34	2.97	407.1	3.57	48.8	76.96	89.5	214	136.7	201.4	25	125	101.2
744	5	4	2	1	.024	433.74	3.33	389.9	3.14	48.4	72.11	90	211	136.7	201.4	25	125	101.2
745	5	4	1	3	.031	457.55	3.71	356.7	3.81	47.2	63.22	94.5	220	136.6	201.4	25	125	101.2
746	5	4	1	3	.033	398.64	3.42	346.8	3.63	48.9	64.84	88.5	189	136.9	201.4	25	125	101.2
747	5	4	1	3	.017	465.08	3.82	468.6	3.76	48.3	60.6	94.5	221	136.6	201.4	25	125	101.2
748	5	5	2	3	.039	468.85	3.89	462.5	3.76	48.4	77.97	90	213	136.7	201.4	25	125	101.2
749	5	5	1	3	.021	471.32	3.76	451.4	3.76	46.9	66.45	91.2	238	136.5	201.4	25	125	101.2
750	5	5	1	1	.011	409.9	3.64	492	3.82	49.8	80.8	100	250	136.3	201.5	25	125	101.2
751	5	5	1	2	.023	450.02	3.68	492	3.86	49.8	80.8	93.2	231	136.5	201.4	25	125	101.2
752	5	5	2	3	.04	455.04	3.65	467.4	3.79	45.7	71.91	92.2	225	136.6	201.5	25	125	101.2
753	5	5	2	2	.017	324.66	2.82	412	3.54	47.7	60.6	88.5	200	136.8	201.5	25	125	101.2
754	5	5	2	1	.017	442.49	3.71	446.5	3.53	49.8	80.8	84.7	208	136.7	201.4	25	125	101.249999
755	5	5	1	1	.034	357.26	3.12	328.4	3.41	47.2	66.86	85.2	191	136.9	201.4	25	125	101.2
756	5	5	2	1	.026	318.39	2.54	408.3	3.73	47.7	73.32	89	207	136.8	201.4	25	125	101.2
757	5	5	2	1	.013	404.91	3.31	451.4	3.85	48.4	68.68	97.7	250	136.3	201.5	25	125	101.2
758	5	5	2	1	.009	403.66	3.22	461.3	3.67	49.8	80.8	94	220	136.6	201.4	25	125	101.2
759	5	5	1	2	.008	392.36	3.25	461.3	3.38	49.8	40.4	93.5	230	136.5	201.4	25	125	101.2
760	5	5	1	3	.017	368.55	2.94	469.8	3.82	47.5	80.8	91.5	213	136.7	201.4	25	125	101.2
761	5	5	1	2	.017	442.49	3.82	419.4	3.65	48.8	75.75	94.2	239	136.4	201.4	25	125	101.2
762	5	5	2	2	.005	325.92	2.6	492	3.6	49.8	60.6	97	250	136.3	201.5	25	125	101.2
763	5	5	2	2	.039	359.77	3.03	391.1	3.31	45.8	67.26	79.5	185	136.8	201.3	7.2	125	101.2
764	5	5	2	3	.046	447.51	3.7	425.6	3.52	46	68.88	70.7	171	136.8	201.1	11.8	134.2	101.22
765	5	5	1	3	.027	371.06	3.22	423.1	3.12	45	70.7	90.2	203	136.8	201.4	25	125	101.2
766	5	5	2	3	.031	302.11	2.53	389.9	2.65	44.2	50.5	93.8	224	136.6	201.4	25	67.1	101.2
767	5	5	2	2	.04	439.98	3.69	476	3.75	49.8	73.53	85.5	205	136.8	201.4	1.8	125	101.2
768	5	5	1	2	.038	448.77	3.82	476	3.68	48.9	75.14	90.2	217	136.7	201.4	25	125	101.2
769	5	5	2	2	.028	308.38	2.89	364.1	3.41	49.1	71.91	86	201	136.8	201.4	1.8	125	101.22
771	5	5	1	2	.043	426.21	3.7	477.2	3.75	49.8	79.79	86.2	199	136.8	201.4	25	125	101.2
772	5	5	1	2	.044	463.83	3.89	455.1	3.88	49.4	80.8	87.2	213	136.7	201.4	25	67.1	101.2
773	5	5	3	1	.038	422.45	3.53	478.5	3.11	48.5	75.14	89	221	136.6	201.4	25	125	101.24
774	5	5	2	2	.039	356	2.74	349.3	3.42	45	73.53	80.2	177	137	201.4	25	125	101.22
775	5	5	2	3	.038	303.36	2.76	353	2.74	46.4	68.68	67.2	165	136.8	201.1	12.7	134.2	101.24
776	5	5	3	3	.023	304.62	2.52	298.9	2.87	48	75.75	67.7	168	136.8	201.1	9.5	402.6	101.2
777	5	5	3	3	.029	363.53	2.86	394.8	3.33	47.7	60.6	72.7	183	136.7	201.1	12.7	67.1	101.22
778	5	6	2	2	.03	315.88	2.73	418.2	3.33	48.4	72.51	84	191	136.9	201.4	2.3	125	101.2
779	5	6	1	2	.036	348.47	3	420.7	3	46.9	75.75	77	192	136.6	201.2	10.9	134.2	101.2
780	5	6	2	2	.047	442.49	3.74	460	3.66	49.4	76.15	77.2	173	137	201.3	5.4	125	101.2
781	5	6	2	3	.035	376.08	3.06	408.3	3.73	47.8	69.49	76.5	174	137	201.3	5	125	101.22
782	5	6	1	3	.025	446.26	3.52	447.7	3.72	48.5	77.16	84.5	193	136.9	201.4	1.4	125	101.2
783	5	6	1	2	.034	332.19	2.85	428	3.63	43.6	75.35	82.2	184	137	201.4	25	125	101.2
784	5	6	1	3	.05	383.58	3.33	464.9	3.31	49.8	78.98	97.2	245	136.4	201.4	25	125	101.2
785	5	6	2	2	.026	381.07	3.31	420.7	3.58	49.8	78.78	80	183	137	201.4	25	100.7	101.2
786	5	6	2	3	.027	223.11	1.5	241.1	2.46	40.4	60.6	85.7	188	137	201.5	25	125	101.2
787	5	6	2	2	.038	356	2.97	440.3	3.36	48.7	78.58	94	230	136.5	201.4	25	125	101.2
788	5	6	3	3	.027	371.06	3.07	328.4	3.38	49.8	73.53	73.7	181	136.7	201.2	10.9	100.7	101.2
789	5	6	3	3	.014	376.08	2.86	316.1	3.54	49.8	80.8	79	190	136.8	201.3	6.8	125	101.2
790	5	6	2	2	.024	255.71	2.08	440.3	3.33	48	72.11	86.2	206	136.6	201.3	5.9	125	101.2
791	5	6	2	2	.029	340.98	2.86	356.7	3.18	45	63.63	66.5	169	136.8	201.1	8.6	469.7	101.2
797	5	6	2	1	.005	282.06	3.75	492	4	49.8	74.13	100	250	136.3	201.5	25	125	101.2
799	5	6	3	3	.021	447.51	3.86	474.8	3.85	48.5	50.5	83.7	191	136.9	201.4	25	125	101.2
801	5	6	3	1	.031	413.66	3.43	439.1	3.1	49.8	77.16	88.7	208	136.8	201.4	25	125	101.2
802	5	6	2	2	.041	284.54	2.22	334.6	3.33	45	63.22	73	169	137	201.3	8.6	125	101.2
803	5	6	1	2	.027	332.19	2.92	289	3.65	47.5	77.97	77	173	137	201.3	5	125	101.2
804	5	6	1	3	.038	442.49	3.74	424.3	3.84	48.9	72.51	79.2	177	137	201.4	3.6	125	101.2
805	5	6	1	3	.043	437.51	3.72	413.3	3.64	48.9	79.18	79.5	193	136.8	201.3	5.4	67.1	101.2
806	6	1	1	2	.037	399.89	3.7	478.5	3.71	49	70.7	66.5	167	136.8	201.1	15.4	167.8	101.2
807	6	1	1	2	.033	398.64	3.7	455.1	3.63	49.1	40.4	72	175	136.7	201.1	14.9	100.7	101.2
808	6	1	1	3	.04	407.42	3.67	467.4	3.85	49.3	80.8	69.7	179	136.6	201	13.1	302	101.22
809	6	1	2	3	.025	426.21	3.92	467.4	3.79	49.8	70.7	73.2	172	136.8	201.1	14.9	125	101.2
810	6	1	2	3	.045	298.34	2.8	353	3.45	48.8	72.31	75.2	178	136.8	201.2	9.9	125	101.22
811	6	1	2	2	.023	272.02	2.78	424.3	3.61	48.5	60.6	74.2	179	136.7	201.1	16.3	125	101.2
812	6	1	1	1	.007	429.98	3.86	471.1	4	49.8	80.8	92.5	250	136.3	201.5	25	125	101.2
813	6	1	1	3	.016	407.42	3.5	453.9	3.63	48.3	80.8	89.5	211	136.7	201.4	25	125	101.2
814	6	1	1	3	.021	447.51	3.43	428	3.43	45.3	66.45	89.5	211	136.7	201.4	25	125	101.2
815	6	1	1	3	.017	450.02	3.59	492	3.88	49.8	80.8	89.5	211	136.7	201.4	25	125	101.2
816	6	1	1	3	.023	463.83	3.78	487.1	3.7	49.8	77.97	84.2	195	136.8	201.4	2.7	125	101.2
817	6	1	1	3	.015	384.83	3.2	418.2	3.5	49.8	70.7	84.2	195	136.8	201.4	2.7	125	101.2
818	6	1	2	3	.03	472.58	3.77	471.1	3.83	48.9	76.35	84.2	195	136.8	201.4	2.7	125	101.2
819	6	1	2	3	.012	438.76	3.92	482.2	3.82	49.8	80.8	84.7	206	136.8	201.4	25	125	101.2
820	6	1	1	3	.023	457.55	3.96	480.9	3.74	47.8	80.8	86	198	136.8	201.4	4.1	125	101.2
821	6	1	1	3	.013	423.7	3.69	440.3	3.62	48	70.7	76.2	196	136.6	201.1	10.4	268.4	101.2
822	6	1	2	3	.008	298.34	2.5	338.3	3.38	49.8	70.7	94.5	240	136.4	201.4	25	125	101.2
823	6	1	1	2	.017	457.55	3.82	462.5	3.76	49.8	80.8	74.2	180	136.7	201.1	13.6	125	101.2
824	6	1	2	3	.005	451.28	4	461.3	3.8	49.8	80.8	98.5	250	136.3	201.5	25	125	101.2
825	6	1	2	2	.027	422.45	3.48	452.6	3.96	49.8	70.7	96.2	240	136.4	201.4	25	125	101.2
826	6	1	2	3	.015	359.77	3	369	3.6	48.4	77.36	86.5	202	136.8	201.4	25	125	101.2
827	6	1	2	1	.019	495.17	3.95	485.8	3.95	49.8	80.8	90.5	226	136.6	201.4	25	125	101.2
828	6	1	2	2	.007	429.98	3.14	467.4	3.33	49.8	80.8	93.2	236	136.5	201.4	25	125	101.2
829	6	1	3	1	.004	501.44	4	492	4	49.8	80.8	100	250	136.3	201.5	25	125	101.2
830	6	1	2	3	.021	471.32	3.9	439.1	3.9	47.9	76.35	98.5	250	136.3	201.5	25	125	101.2
832	6	3	2	2	.102	383.58	3.28	405.9	3.49	46.4	70.09	79.2	206	136.6	201.2	4.5	100.7	101.269992
842	6	3	1	1	.154	343.49	2.68	355.5	2.69	41.7	57.36	78.7	205	136.6	201.2	4.5	134.2	101.249999
849	6	3	1	1	.422	323.41	2.45	269.4	2.7	44.2	47.47	77.7	187	136.8	201.3	5.4	67.1	101.23
877	6	3	3	3	.245	442.49	3.83	448.9	3.72	48.4	76.15	64.2	171	136.7	201	13.1	369	101.249999
884	6	3	1	3	.191	175.49	1.64	258.3	2.56	40.9	59.59	59.2	165	136.6	200.9	16.3	469.7	101.24
885	6	3	1	3	.152	287.05	2.31	318.6	2.89	40.4	58.98	62.2	164	136.7	201	14.9	369	101.23
886	6	3	3	2	.2	241.94	1.95	319.8	2.76	43.3	57.16	59.2	165	136.6	200.8	20.8	469.7	101.22
887	6	3	1	2	.043	314.62	2.65	386.2	3.33	46.8	48.48	60.7	164	136.6	200.9	19.9	402.6	101.22
888	6	3	2	3	.157	397.38	3.52	452.6	3.4	48.9	77.56	77	183	136.8	201.2	8.1	67.1	101.209999
889	6	3	1	3	.003	501.44	4	451.4	4	49.8	80.8	76.7	180	136.8	201.3	7.7	67.1	101.2
890	6	3	1	3	.211	361.02	3	376.4	3.3	45.9	71.71	63.7	165	136.7	201	16.7	335.5	101.209999
891	6	3	1	2	.013	414.92	3.46	425.6	3.83	43.6	68.68	76	158	137.1	201.3	6.8	125	101.2
892	6	3	1	2	.029	358.51	2.97	360.4	3.54	38.2	74.13	78	160	137.2	201.4	1.4	125	101.2
893	6	3	2	2	.036	352.24	2.94	369	3.14	46.5	70.09	78	169	137.1	201.4	1.8	125	101.2
894	6	3	2	2	.048	463.83	3.87	452.6	3.64	49.8	78.58	96.5	238	136.5	201.4	25	125	101.2
895	6	3	2	2	.038	297.09	2.73	420.7	3.24	46.7	67.87	79.2	176	137	201.3	4.1	125	101.2
896	6	3	2	3	.042	412.41	3.55	428	3.54	48.9	70.7	87.2	205	136.8	201.4	25	125	101.2
897	6	3	1	3	.041	437.51	3.78	458.8	3.66	49.4	79.99	84	191	136.9	201.4	1.8	125	101.22
898	6	3	1	3	.037	338.47	2.92	405.9	3.42	47	68.68	82.7	193	136.8	201.3	4.1	125	101.2
899	6	3	1	3	.011	228.13	1.55	290.3	3	49.8	40.4	85.7	200	136.8	201.4	3.2	125	101.2
901	6	2	1	3	.034	486.38	3.94	492	3.88	49.3	80.8	84.2	186	136.9	201.4	1.4	125	101.2
902	6	2	1	3	.028	412.41	3.61	439.1	3.77	49	80.8	75.7	175	136.9	201.2	9.9	125	101.2
903	6	2	1	2	.045	487.64	4	453.9	3.79	49	78.98	81.3	175	137	201.3	4.5	125	101.2
904	6	2	3	1	.025	411.15	3.36	472.3	3.76	49.8	80.8	81.3	187	137	201.4	25	125	101.2
905	6	2	2	3	.029	475.09	3.69	421.9	3.9	49	77.36	82.2	194	136.9	201.4	1.8	125	101.2
906	6	2	2	2	.034	383.58	3.18	383.7	3.32	46.5	70.7	63.5	162	136.7	201	15.4	335.5	101.22
907	6	2	2	2	.039	263.24	2.13	407.1	3.13	46.7	69.49	78.7	187	136.8	201.2	7.7	67.1	101.2
908	6	2	2	2	.041	314.62	2.56	432.9	3.34	46	60.6	77.2	186	136.8	201.3	5	234.8	101.2
909	6	2	2	3	.031	368.55	2.97	317.3	2.79	39.9	44.44	69.7	160	137	201.2	9.9	67.1	101.2
910	6	2	2	3	.038	448.77	3.63	426.8	3.65	48.5	77.97	77.2	179	136.9	201.3	6.3	125	101.2
911	6	2	1	3	.033	379.81	3.12	396.1	3.15	45.2	74.13	66.7	169	136.8	201.1	14.9	100.7	101.23
912	6	2	1	3	.027	408.64	3.44	441.6	3.78	49.8	80.8	76.5	189	136.6	201.1	14	67.1	101.2
913	6	2	2	3	.035	414.92	3.43	429.3	3.6	49.8	80.8	86.2	193	136.9	201.4	25	125	101.2
914	6	2	2	3	.034	446.26	3.68	462.5	3.56	49.8	76.76	90.2	213	136.7	201.4	25	125	101.2
915	6	2	2	3	.032	442.49	3.75	450.2	3.77	48	72.72	83	198	136.8	201.4	2.3	125	101.249999
916	6	2	2	2	.007	322.15	2.29	404.6	3.29	49.8	80.8	58.2	163	136.7	201	14	201.3	101.32999
917	6	2	2	2	.023	338.47	2.91	448.9	3.41	45.7	80.8	76.5	192	136.7	201.2	7.2	167.8	101.23
918	6	2	2	2	.033	299.6	2.58	372.7	3.18	48.4	72.72	82.2	192	136.9	201.4	2.7	125	101.2
919	6	2	2	3	.032	376.08	2.97	403.4	3.45	49.8	80.8	86.7	201	136.8	201.4	1.4	100.7	101.2
920	6	2	2	3	.037	393.62	3.32	439.1	3.67	48.9	67.26	83.5	192	136.9	201.4	25	125	101.22
921	6	2	2	3	.039	328.43	3.03	437.9	3.47	45.9	73.32	83.5	186	136.9	201.4	25	125	101.2
922	6	2	2	1	.008	423.7	3.5	446.5	3.57	44.8	80.8	83	175	137.1	201.5	25	125	101.2
923	6	4	1	2	.027	436.25	3.78	428	3.56	49.8	80.8	85.7	189	136.9	201.4	25	125	101.2
924	6	4	2	2	.042	373.57	3.43	421.9	3.71	49	75.75	82.2	172	137.1	201.4	25	125	101.2
925	6	4	2	2	.044	435	3.81	446.5	3.72	49.1	77.16	82.2	177	137	201.4	1.8	125	101.2
926	6	4	2	3	.023	408.64	3.57	448.9	3.7	49	77.36	83	199	136.7	201.3	7.2	125	101.2
927	6	4	1	2	.04	219.38	2	297.7	2.63	41.9	64.44	80.5	186	136.9	201.4	25	67.1	101.2
928	6	4	2	3	.03	275.79	2.63	369	2.68	47.7	64.64	62.2	178	136.5	200.9	16.3	369	101.259999
929	6	4	1	2	.064	285.79	2.45	369	2.85	48	67.87	63.2	167	136.6	200.9	19	234.8	101.23
930	6	4	1	2	.045	371.06	3.07	382.5	3.51	47.4	70.7	82.5	188	136.9	201.4	2.7	125	101.2
931	6	4	2	3	.024	250.72	2.17	250.9	2.42	48.3	60.6	52.7	155	136.7	200.9	14.5	469.7	101.299991
932	6	4	2	3	.034	406.17	3.21	445.2	3.7	48.4	77.16	92.2	221	136.6	201.4	25	125	101.2
933	6	4	1	2	.01	350.98	3.1	344.4	3.4	49.8	80.8	64.2	158	136.8	201	20.8	125	101.2
934	6	4	2	2	.038	343.49	3.05	355.5	3.67	48.3	76.35	66.5	169	136.8	201.1	10.4	335.5	101.2
935	6	4	3	3	.026	386.09	3.23	389.9	3.46	42.6	75.75	54	150	136.8	200.9	19.4	125	101.339999
936	6	4	2	3	.04	456.3	3.95	425.6	3.95	49.8	80.8	77.7	178	136.9	201.3	8.6	125	101.2
937	6	4	3	3	.037	413.66	3.46	398.5	3.59	49.3	80.8	83.2	196	136.8	201.4	1.4	125	101.2
938	6	4	2	3	.044	424.96	3.5	397.3	3.57	48.5	80.8	77.2	188	136.8	201.3	6.8	125	101.24
939	6	4	2	3	.042	367.3	2.81	404.6	3.55	49	78.58	70.7	180	136.6	201	13.6	335.5	101.2
940	6	4	2	2	.014	358.51	3	404.6	2.43	46.7	80.8	68	191	136.6	201.1	6.3	167.8	101.339999
941	6	4	3	3	.014	339.72	3.29	466.1	3.29	49.8	80.8	86	210	136.6	201.3	4.5	125	101.2
942	6	4	3	2	.016	407.42	3.38	385	3.69	48.5	76.76	92.2	215	136.7	201.4	25	125	101.2
943	6	4	2	3	.009	501.44	4	477.2	3.88	49.8	80.8	90.7	217	136.7	201.4	25	125	101.2
944	6	4	3	3	.01	501.44	4	455.1	3.9	48	76.76	90	210	136.7	201.4	25	125	101.2
946	6	4	2	2	.011	330.94	3	424.3	3.45	40.9	55	76.5	196	136.6	201.2	6.8	268.4	101.2
947	6	4	2	2	.014	287.05	2.29	351.8	3.15	35.6	33.73	83.7	193	136.8	201.3	6.3	125	101.2
948	6	4	2	2	.03	463.83	3.67	455.1	3.73	45.2	73.12	83.7	190	136.9	201.4	1.4	125	101.2
949	6	4	2	2	.031	468.85	3.77	463.7	3.65	49.8	69.49	78.2	179	136.9	201.3	5	125	101.2
950	6	4	3	2	.031	283.28	2.52	381.3	2.96	46.2	72.51	82	189	136.9	201.4	3.6	125	101.2
951	6	4	1	2	.03	238.17	2.1	348.1	2.52	45.7	75.75	88	208	136.8	201.4	25	125	101.2
952	6	4	1	1	.022	268.26	2.18	402.2	2.88	47.2	67.87	85	198	136.8	201.4	1.8	125	101.2
953	6	4	1	1	.035	418.68	3.51	380.1	3.79	49.3	75.35	85	183	137	201.4	25	125	101.2
954	6	4	1	1	.033	456.3	3.76	415.7	3.75	47.7	73.53	84.5	181	137	201.4	25	125	101.2
955	6	4	1	3	.013	453.79	3.77	415.7	3.62	49.8	75.75	85.2	181	137	201.4	25	125	101.2
956	6	5	1	1	.033	319.64	2.73	424.3	3.47	44.2	67.67	93.5	232	136.5	201.4	1.8	125	101.2
957	6	5	2	1	.003	125.36	1.33	286.6	1.67	37.3	60.6	91.2	200	136.8	201.5	25	125	101.2
959	6	5	1	1	.017	501.44	4	451.4	3.81	49.8	80.8	92.7	221	136.6	201.4	25	125	101.2
